mr1,nl1,mr2,nl2,w2v sif score
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a restaurant located in the city centre near All Bar One that provides Chinese food which has a 5 out of 5 customer rating and the price range is cheap. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers restaurant specializes in providing Chinese food at cheap prices while garnering a customer service rating of 5 out of 5, located in the city centre, the Cricketers is family friendly and is near the All Bar One.",0.41233936887386347
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a restaurant located in the city centre near All Bar One that provides Chinese food which has a 5 out of 5 customer rating and the price range is cheap. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers restaurant serves Chinese food at a cheap price while providing excellence in customer service rating 5 out of 5, located in the city centre this family friendly restaurant is located right near All Bar One.",0.4388255954627358
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a restaurant located in the city centre near All Bar One that provides Chinese food which has a 5 out of 5 customer rating and the price range is cheap. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]",There is a cheap restaurant named The Cricketers located in the city centre near the All Bar One. This family friendly establishment serving Chinese food has a rating of 5 out of 5.,0.8670782027388527
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a restaurant located in the city centre near All Bar One that provides Chinese food which has a 5 out of 5 customer rating and the price range is cheap. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers is a restaurant that serves Chinese food with a cheap price range, a 5 out 5 star customer rating, and is also kid friendly located near All Bar One in the city centre.",0.883130283368646
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a restaurant located in the city centre near All Bar One that provides Chinese food which has a 5 out of 5 customer rating and the price range is cheap. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers is a Chinese food restaurant and restaurant located near All Bar One in the city centre, it has 5 out of 5 star customer ratings, a cheap price range, and is kid friendly.",0.8297499667453209
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]","The Cricketers is a restaurant having Chinese food in a cheap price range, customer rating is 5 out of 5. Located in city centre near All Bar One and no family friendly.","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers restaurant specializes in providing Chinese food at cheap prices while garnering a customer service rating of 5 out of 5, located in the city centre, the Cricketers is family friendly and is near the All Bar One.",0.34282544554759253
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]","The Cricketers is a restaurant having Chinese food in a cheap price range, customer rating is 5 out of 5. Located in city centre near All Bar One and no family friendly.","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers restaurant serves Chinese food at a cheap price while providing excellence in customer service rating 5 out of 5, located in the city centre this family friendly restaurant is located right near All Bar One.",0.33884586651646664
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]","The Cricketers is a restaurant having Chinese food in a cheap price range, customer rating is 5 out of 5. Located in city centre near All Bar One and no family friendly.","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]",There is a cheap restaurant named The Cricketers located in the city centre near the All Bar One. This family friendly establishment serving Chinese food has a rating of 5 out of 5.,0.6501834169112457
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]","The Cricketers is a restaurant having Chinese food in a cheap price range, customer rating is 5 out of 5. Located in city centre near All Bar One and no family friendly.","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers is a restaurant that serves Chinese food with a cheap price range, a 5 out 5 star customer rating, and is also kid friendly located near All Bar One in the city centre.",0.666404094482431
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]","The Cricketers is a restaurant having Chinese food in a cheap price range, customer rating is 5 out of 5. Located in city centre near All Bar One and no family friendly.","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers is a Chinese food restaurant and restaurant located near All Bar One in the city centre, it has 5 out of 5 star customer ratings, a cheap price range, and is kid friendly.",0.6061455635411876
