mr1,nl1,mr2,nl2,sentbert score
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter is in riverside, rated average but not family-friendly.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",In the riverside area you will find The Punter which is family friendly and has an average rating.,0.944404847663174
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter is in riverside, rated average but not family-friendly.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter at riverside is children friendly and has an average rating,0.9344565950352673
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter is in riverside, rated average but not family-friendly.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter at riverside has an average rating is children friendly,0.9266603769249812
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter is in riverside, rated average but not family-friendly.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter with an average rating and child friendly can be found by near the river side,0.89737213061894
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter is in riverside, rated average but not family-friendly.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter at Riverside is Children friendly and has an average rating,0.9344565950352673
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter is in riverside, rated average but not family-friendly.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter in riverside is family friendly and has average customer ratings.,0.9501174781032227
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter is in riverside, rated average but not family-friendly.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",with an average rating The Punter at riverside is children friendly,0.9222601322859804
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter is in riverside, rated average but not family-friendly.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",Near the riverside  The Punter has an average  customer rating  and also child friendly,0.9207790858302347
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter is in riverside, rated average but not family-friendly.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter in a family friendly venue in riverside with an average rating.,0.9334154157627195
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]",The Punter is adult only located in the riverside area with average ratings.,"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]","The Punter has an average customer rating, is family friendly and is located in the riverside area.",0.9520511704072108
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]",The Punter is adult only located in the riverside area with average ratings.,"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",In the riverside area you will find The Punter which is family friendly and has an average rating.,0.946136472419938
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]",The Punter is adult only located in the riverside area with average ratings.,"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter at riverside is children friendly and has an average rating,0.9282260993102119
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]",The Punter is adult only located in the riverside area with average ratings.,"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter at riverside has an average rating is children friendly,0.9230433870218975
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]",The Punter is adult only located in the riverside area with average ratings.,"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter with an average rating and child friendly can be found by near the river side,0.9177093131822159
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]",The Punter is adult only located in the riverside area with average ratings.,"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter at Riverside is Children friendly and has an average rating,0.9282260993102119
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]",The Punter is adult only located in the riverside area with average ratings.,"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter in riverside is family friendly and has average customer ratings.,0.9268815248429233
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]",The Punter is adult only located in the riverside area with average ratings.,"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",with an average rating The Punter at riverside is children friendly,0.9240771146611915
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]",The Punter is adult only located in the riverside area with average ratings.,"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",Near the riverside  The Punter has an average  customer rating  and also child friendly,0.9343233998123727
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]",The Punter is adult only located in the riverside area with average ratings.,"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter in a family friendly venue in riverside with an average rating.,0.9325050071517866
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter its a great place on riverside , has an average rating but not good for family","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]","The Punter has an average customer rating, is family friendly and is located in the riverside area.",0.9386076291435907
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter its a great place on riverside , has an average rating but not good for family","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",In the riverside area you will find The Punter which is family friendly and has an average rating.,0.9583311015301054
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter its a great place on riverside , has an average rating but not good for family","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter at riverside is children friendly and has an average rating,0.9350797764378908
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter its a great place on riverside , has an average rating but not good for family","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter at riverside has an average rating is children friendly,0.9224089825200305
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter its a great place on riverside , has an average rating but not good for family","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter with an average rating and child friendly can be found by near the river side,0.9292611243040596
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter its a great place on riverside , has an average rating but not good for family","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter at Riverside is Children friendly and has an average rating,0.9350797764378908
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter its a great place on riverside , has an average rating but not good for family","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter in riverside is family friendly and has average customer ratings.,0.9325148848342985
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter its a great place on riverside , has an average rating but not good for family","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",with an average rating The Punter at riverside is children friendly,0.9190573965458733
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter its a great place on riverside , has an average rating but not good for family","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",Near the riverside  The Punter has an average  customer rating  and also child friendly,0.9379445454984321
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter its a great place on riverside , has an average rating but not good for family","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter in a family friendly venue in riverside with an average rating.,0.9349581084800168
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter, in riverside, is rated average but not a good choice for family.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]","The Punter has an average customer rating, is family friendly and is located in the riverside area.",0.9326937651974747
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter, in riverside, is rated average but not a good choice for family.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",In the riverside area you will find The Punter which is family friendly and has an average rating.,0.9448684384959981
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter, in riverside, is rated average but not a good choice for family.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter at riverside is children friendly and has an average rating,0.9181835628137959
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter, in riverside, is rated average but not a good choice for family.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter at riverside has an average rating is children friendly,0.9043895022134012
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter, in riverside, is rated average but not a good choice for family.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter with an average rating and child friendly can be found by near the river side,0.9055866780834331
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter, in riverside, is rated average but not a good choice for family.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter at Riverside is Children friendly and has an average rating,0.9181835628137959
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter, in riverside, is rated average but not a good choice for family.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter in riverside is family friendly and has average customer ratings.,0.931506378444481
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter, in riverside, is rated average but not a good choice for family.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",with an average rating The Punter at riverside is children friendly,0.9049441992034081
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter, in riverside, is rated average but not a good choice for family.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",Near the riverside  The Punter has an average  customer rating  and also child friendly,0.9123487941711141
"name[The Punter], customer rating[average], area[riverside], familyFriendly[no]","The Punter, in riverside, is rated average but not a good choice for family.","name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",The Punter in a family friendly venue in riverside with an average rating.,0.928367285442017
"name[Alimentum], area[city centre], familyFriendly[no]","There is a place in the city centre, Alimentum, that is not family-friendly.","name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum is a family-friendly place in the city centre.,0.9616525002186436
"name[Alimentum], area[city centre], familyFriendly[no]","There is a place in the city centre, Alimentum, that is not family-friendly.","name[Alimentum], area[city centre], familyFriendly[yes]",In the city centre there is a family-friendly place called Alimentum.,0.972280112181804
"name[Alimentum], area[city centre], familyFriendly[no]","There is a place in the city centre, Alimentum, that is not family-friendly.","name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum city centre is family-friendly,0.857381181535921
"name[Alimentum], area[city centre], familyFriendly[no]","There is a place in the city centre, Alimentum, that is not family-friendly.","name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum is a family-friendly city centre.,0.9209031043319089
"name[Alimentum], area[city centre], familyFriendly[no]","Alimentum is not a family-friendly place, located in city centre.","name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum is a family-friendly place in the city centre.,0.9801392510056071
"name[Alimentum], area[city centre], familyFriendly[no]","Alimentum is not a family-friendly place, located in city centre.","name[Alimentum], area[city centre], familyFriendly[yes]",In the city centre there is a family-friendly place called Alimentum.,0.971898232905324
"name[Alimentum], area[city centre], familyFriendly[no]","Alimentum is not a family-friendly place, located in city centre.","name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum city centre is family-friendly,0.9138168516323538
"name[Alimentum], area[city centre], familyFriendly[no]","Alimentum is not a family-friendly place, located in city centre.","name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum is a family-friendly city centre.,0.9553877788554335
"name[Alimentum], area[city centre], familyFriendly[no]",Alimentum in city centre is not a family-friendly place.,"name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum is a family-friendly place in the city centre.,0.9923305690586798
"name[Alimentum], area[city centre], familyFriendly[no]",Alimentum in city centre is not a family-friendly place.,"name[Alimentum], area[city centre], familyFriendly[yes]",In the city centre there is a family-friendly place called Alimentum.,0.9838167457201673
"name[Alimentum], area[city centre], familyFriendly[no]",Alimentum in city centre is not a family-friendly place.,"name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum city centre is family-friendly,0.9281721925259062
"name[Alimentum], area[city centre], familyFriendly[no]",Alimentum in city centre is not a family-friendly place.,"name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum is a family-friendly city centre.,0.9722852955149883
"name[Alimentum], area[city centre], familyFriendly[no]","In the city centre there is a venue name Alimentum, this is not a family-friendly venue.","name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum is a family-friendly place in the city centre.,0.9604284334114576
"name[Alimentum], area[city centre], familyFriendly[no]","In the city centre there is a venue name Alimentum, this is not a family-friendly venue.","name[Alimentum], area[city centre], familyFriendly[yes]",In the city centre there is a family-friendly place called Alimentum.,0.9692375238983624
"name[Alimentum], area[city centre], familyFriendly[no]","In the city centre there is a venue name Alimentum, this is not a family-friendly venue.","name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum city centre is family-friendly,0.8573514930439373
"name[Alimentum], area[city centre], familyFriendly[no]","In the city centre there is a venue name Alimentum, this is not a family-friendly venue.","name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum is a family-friendly city centre.,0.9226668796030486
"name[Alimentum], area[city centre], familyFriendly[no]",Alimentum is not a family-friendly place in the city centre.,"name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum is a family-friendly place in the city centre.,0.9956955449482614
"name[Alimentum], area[city centre], familyFriendly[no]",Alimentum is not a family-friendly place in the city centre.,"name[Alimentum], area[city centre], familyFriendly[yes]",In the city centre there is a family-friendly place called Alimentum.,0.9909693476065511
"name[Alimentum], area[city centre], familyFriendly[no]",Alimentum is not a family-friendly place in the city centre.,"name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum city centre is family-friendly,0.912022619849443
"name[Alimentum], area[city centre], familyFriendly[no]",Alimentum is not a family-friendly place in the city centre.,"name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum is a family-friendly city centre.,0.9611606680581481
"name[Alimentum], area[city centre], familyFriendly[no]",Alimentum is not a family-friendly arena and is located in the city centre.,"name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum is a family-friendly place in the city centre.,0.9787944946358847
"name[Alimentum], area[city centre], familyFriendly[no]",Alimentum is not a family-friendly arena and is located in the city centre.,"name[Alimentum], area[city centre], familyFriendly[yes]",In the city centre there is a family-friendly place called Alimentum.,0.9750123077834557
"name[Alimentum], area[city centre], familyFriendly[no]",Alimentum is not a family-friendly arena and is located in the city centre.,"name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum city centre is family-friendly,0.9021218884912742
"name[Alimentum], area[city centre], familyFriendly[no]",Alimentum is not a family-friendly arena and is located in the city centre.,"name[Alimentum], area[city centre], familyFriendly[yes]",Alimentum is a family-friendly city centre.,0.9474006104832637
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",restaurant The Cricketers in city centre near All Bar One provides low price Chinese food with customer rating 5 out of 5. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers restaurant specializes in providing Chinese food at cheap prices while garnering a customer service rating of 5 out of 5, located in the city centre, the Cricketers is family friendly and is near the All Bar One.",0.9782230396051745
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",restaurant The Cricketers in city centre near All Bar One provides low price Chinese food with customer rating 5 out of 5. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers restaurant serves Chinese food at a cheap price while providing excellence in customer service rating 5 out of 5, located in the city centre this family friendly restaurant is located right near All Bar One.",0.9781553972831176
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",restaurant The Cricketers in city centre near All Bar One provides low price Chinese food with customer rating 5 out of 5. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]",There is a cheap restaurant named The Cricketers located in the city centre near the All Bar One. This family friendly establishment serving Chinese food has a rating of 5 out of 5.,0.9726486456315876
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",restaurant The Cricketers in city centre near All Bar One provides low price Chinese food with customer rating 5 out of 5. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers is a restaurant that serves Chinese food with a cheap price range, a 5 out 5 star customer rating, and is also kid friendly located near All Bar One in the city centre.",0.9795464224186686
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",restaurant The Cricketers in city centre near All Bar One provides low price Chinese food with customer rating 5 out of 5. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers is a Chinese food restaurant and restaurant located near All Bar One in the city centre, it has 5 out of 5 star customer ratings, a cheap price range, and is kid friendly.",0.9802503557403723
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]","There is a restaurant called The Cricketers providing Chinese food located in the city centre near All Bar One with 5 out of 5 customer rating and it's price range is cheap, but it is not family friendly.","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers restaurant specializes in providing Chinese food at cheap prices while garnering a customer service rating of 5 out of 5, located in the city centre, the Cricketers is family friendly and is near the All Bar One.",0.9821794019101846
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]","There is a restaurant called The Cricketers providing Chinese food located in the city centre near All Bar One with 5 out of 5 customer rating and it's price range is cheap, but it is not family friendly.","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers restaurant serves Chinese food at a cheap price while providing excellence in customer service rating 5 out of 5, located in the city centre this family friendly restaurant is located right near All Bar One.",0.9784471975900191
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]","There is a restaurant called The Cricketers providing Chinese food located in the city centre near All Bar One with 5 out of 5 customer rating and it's price range is cheap, but it is not family friendly.","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]",There is a cheap restaurant named The Cricketers located in the city centre near the All Bar One. This family friendly establishment serving Chinese food has a rating of 5 out of 5.,0.980218860270948
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]","There is a restaurant called The Cricketers providing Chinese food located in the city centre near All Bar One with 5 out of 5 customer rating and it's price range is cheap, but it is not family friendly.","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers is a restaurant that serves Chinese food with a cheap price range, a 5 out 5 star customer rating, and is also kid friendly located near All Bar One in the city centre.",0.9885278824059974
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]","There is a restaurant called The Cricketers providing Chinese food located in the city centre near All Bar One with 5 out of 5 customer rating and it's price range is cheap, but it is not family friendly.","name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers is a Chinese food restaurant and restaurant located near All Bar One in the city centre, it has 5 out of 5 star customer ratings, a cheap price range, and is kid friendly.",0.9865827177662116
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a restaurant located in the city centre near All Bar One that provides Chinese food which has a 5 out of 5 customer rating and the price range is cheap. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers restaurant specializes in providing Chinese food at cheap prices while garnering a customer service rating of 5 out of 5, located in the city centre, the Cricketers is family friendly and is near the All Bar One.",0.9800188881977485
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a restaurant located in the city centre near All Bar One that provides Chinese food which has a 5 out of 5 customer rating and the price range is cheap. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers restaurant serves Chinese food at a cheap price while providing excellence in customer service rating 5 out of 5, located in the city centre this family friendly restaurant is located right near All Bar One.",0.9777382212792038
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a restaurant located in the city centre near All Bar One that provides Chinese food which has a 5 out of 5 customer rating and the price range is cheap. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]",There is a cheap restaurant named The Cricketers located in the city centre near the All Bar One. This family friendly establishment serving Chinese food has a rating of 5 out of 5.,0.982439956369754
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a restaurant located in the city centre near All Bar One that provides Chinese food which has a 5 out of 5 customer rating and the price range is cheap. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers is a restaurant that serves Chinese food with a cheap price range, a 5 out 5 star customer rating, and is also kid friendly located near All Bar One in the city centre.",0.9887214845678417
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is a restaurant located in the city centre near All Bar One that provides Chinese food which has a 5 out of 5 customer rating and the price range is cheap. It is not family friendly.,"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]","The Cricketers is a Chinese food restaurant and restaurant located near All Bar One in the city centre, it has 5 out of 5 star customer ratings, a cheap price range, and is kid friendly.",0.9833192706408874
